h3,name,holc,access_min,access_km,street_m,access_src
882830da83fffff,Clayton Palms Community SE 33,,198.2,15.85,0.0,routed
882830da85fffff,Byron SW 37,,177.5,14.2,0.0,routed
882830da87fffff,Clayton Palms Community SE 34,,168.6,13.49,0.0,routed
882830da89fffff,Saddleback N 23,,255.7,20.46,0.0,routed
882830da8bfffff,Clayton Palms Community SE 36,,244.2,19.54,0.0,routed
882830da8dfffff,Byron SW 39,,263.7,21.1,0.0,routed
882830da91fffff,Clayton Palms Community SE 28,,217.9,17.43,0.0,routed
882830da93fffff,Clayton Palms Community SE 22,,218.9,17.51,0.0,routed
882830da95fffff,Clayton Palms Community SE 30,,189.7,15.17,0.0,routed
882830da97fffff,Clayton Palms Community SE 24,,196.0,15.68,0.0,routed
882830da99fffff,Clayton Palms Community S 32,,214.6,17.17,0.0,routed
882830da9bfffff,Clayton Palms Community S 27,,203.5,16.28,0.0,routed
882830da9dfffff,Clayton Palms Community SE 32,,242.9,19.44,0.0,routed
882830daa1fffff,Byron SW 26,,143.0,11.44,0.0,routed
882830daa3fffff,Byron SW 27,,150.8,12.07,271.0,routed
882830daa5fffff,Byron SW 19,,135.2,10.81,0.0,routed
882830daa7fffff,Byron SW 21,,131.8,10.54,835.0,routed
882830daa9fffff,Byron SW 31,,182.1,14.57,0.0,routed
882830daabfffff,Byron SW 33,,164.9,13.19,0.0,routed
882830daadfffff,Byron SW 24,,225.8,18.06,0.0,routed
882830dab1fffff,Clayton Palms Community SE 29,,168.6,13.49,0.0,routed
882830dab3fffff,Clayton Palms Community SE 23,,172.7,13.82,0.0,routed
882830dab5fffff,Byron W 22,,150.7,12.05,428.0,routed
882830dab7fffff,Clayton Palms Community SE 27,,181.0,14.48,0.0,routed
882830dab9fffff,Clayton Palms Community SE 31,,171.0,13.68,0.0,routed
882830dabbfffff,Clayton Palms Community SE 26,,186.0,14.88,0.0,routed
882830dabdfffff,Byron W 23,,155.1,12.41,507.0,routed
882830dac1fffff,Saddleback N 15,,285.2,22.81,0.0,routed
882830dac3fffff,Saddleback N 18,,260.5,20.84,0.0,routed
882830dac5fffff,The Bluffs N 14,,291.6,23.33,0.0,routed
882830dac7fffff,Saddleback N 19,,272.2,21.78,0.0,routed
882830dac9fffff,Saddleback N 10,,285.3,22.83,0.0,routed
882830dacbfffff,Saddleback N 14,,274.3,21.94,0.0,routed
882830dacdfffff,Saddleback N 11,,298.2,23.86,0.0,routed
882830dad1fffff,Saddleback N 20,,246.0,19.68,0.0,routed
882830dad3fffff,Clayton Palms Community S 35,,233.3,18.66,0.0,routed
882830dad5fffff,Saddleback N 22,,255.7,20.46,0.0,routed
882830dad7fffff,Clayton Palms Community SE 35,,230.7,18.45,0.0,routed
882830dad9fffff,Saddleback N 16,,272.0,21.76,0.0,routed
882830dadbfffff,Saddleback N 21,,266.9,21.35,0.0,routed
882830daddfffff,Saddleback N 17,,253.2,20.25,1126.0,routed
882830dae1fffff,Byron SW 34,,281.7,22.54,0.0,routed
882830dae3fffff,Byron SW 36,,293.2,23.46,0.0,routed
882830dae5fffff,Byron SW 28,,281.1,22.48,0.0,routed
882830dae7fffff,Byron SW 29,,290.2,23.22,0.0,routed
882830dae9fffff,The Bluffs N 16,,279.9,22.39,0.0,routed
882830daebfffff,Byron SW 38,,289.6,23.17,0.0,routed
882830daedfffff,Byron SW 35,,270.3,21.62,141.0,routed
882830db03fffff,Questa W 2,,112.9,9.03,2286.0,routed
882830db07fffff,Questa W,,112.7,9.02,1563.0,routed
882830db11fffff,Byron S 22,,167.8,13.42,0.0,routed
882830db13fffff,Byron S 19,,195.7,15.66,108.0,routed
882830db15fffff,Byron S 21,,155.8,12.47,997.0,routed
882830db17fffff,Byron S 17,,155.1,12.41,279.0,routed
882830db19fffff,Byron S 27,,247.8,19.83,1063.0,routed
882830db1bfffff,Byron S 24,,252.3,20.18,183.0,routed
882830db1dfffff,Questa W 3,,167.6,13.41,1174.0,routed
882830db21fffff,Questa NW 2,,92.8,7.42,163.0,routed
882830db23fffff,Questa NW 6,,86.7,6.93,131.0,routed
882830db25fffff,Questa NW,,77.3,6.18,780.0,routed
882830db27fffff,Questa NW 4,,87.6,7.01,690.0,routed
882830db2bfffff,Questa NW 5,,122.8,9.82,157.0,routed
882830db31fffff,Byron SE 17,,127.3,10.18,649.0,routed
882830db33fffff,Byron SE 12,,125.9,10.07,1473.0,routed
882830db35fffff,Questa NW 11,,97.9,7.83,421.0,routed
882830db37fffff,Byron SE 14,,110.1,8.8,721.0,routed
882830db39fffff,Questa NW 13,,118.6,9.49,0.0,routed
882830db3bfffff,Byron S 16,,156.6,12.53,1085.0,routed
882830db3dfffff,Questa NW 9,,130.7,10.46,997.0,routed
882830db53fffff,Questa W 5,,259.2,20.74,0.0,routed
882830db57fffff,Questa W 4,,127.0,10.16,1964.0,routed
8828346d85fffff,West Dublin NW,,39.9,3.2,0.0,routed
8828346d87fffff,West Dublin NW 3,,105.9,8.47,0.0,routed
8828346d95fffff,Norris Canyon S 2,,91.8,7.34,0.0,routed
8828346d97fffff,Norris Canyon S,,84.4,6.75,0.0,routed
8828346da1fffff,West Dublin N,,29.4,2.35,6538.0,routed
8828346da3fffff,West Dublin N 2,,12.6,1.01,5817.0,routed
8828346da5fffff,The Gardens,,9.4,0.76,7975.0,routed
8828346da7fffff,The Gardens NW,,16.8,1.34,8894.0,routed
8828346da9fffff,West Dublin,,24.4,1.95,2460.0,routed
8828346dabfffff,West Dublin NW 2,,38.6,3.09,0.0,routed
8828346dadfffff,Village Parkway,,16.4,1.32,10588.0,routed
8828346db1fffff,Norris Canyon SE 2,,51.7,4.14,0.0,routed
8828346db3fffff,Norris Canyon E,,50.7,4.06,18.0,routed
8828346db5fffff,Foothill Gardens S 2,,27.4,2.2,2705.0,routed
8828346db7fffff,Foothill Gardens S,,38.7,3.1,112.0,routed
8828346db9fffff,Norris Canyon SE 3,,114.1,9.12,0.0,routed
8828346dbbfffff,Norris Canyon SE,,78.6,6.28,464.0,routed
8828346dbdfffff,West Dublin NW 4,,35.7,2.86,0.0,routed
882836265bfffff,Flamingo Mobile Manor E 13,,258.3,20.66,971.0,routed
8828362681fffff,The Willows At Bethel Island NE 21,,301.8,24.14,969.0,routed
8828362683fffff,The Willows At Bethel Island NE 19,,308.6,24.69,0.0,routed
882836268bfffff,The Willows At Bethel Island NE 16,,297.0,23.76,376.0,routed
8828362691fffff,The Willows At Bethel Island NE 17,,142.6,11.41,0.0,routed
8828362693fffff,The Willows At Bethel Island NE 18,,144.2,11.54,0.0,routed
8828362695fffff,The Willows At Bethel Island NE 20,,153.0,12.24,0.0,routed
8828362697fffff,The Willows At Bethel Island NE 22,,153.5,12.28,0.0,routed
8828362699fffff,The Willows At Bethel Island NE 12,,132.2,10.57,0.0,routed
882836269bfffff,The Willows At Bethel Island NE 14,,132.9,10.63,0.0,routed
882836269dfffff,The Willows At Bethel Island NE 15,,146.1,11.69,0.0,routed
88283626b3fffff,The Willows At Bethel Island NE 26,,174.3,13.95,690.0,routed
88283626b9fffff,The Willows At Bethel Island NE 23,,320.3,25.62,0.0,routed
88283626bbfffff,The Willows At Bethel Island NE 24,,163.5,13.08,0.0,routed
88283626c3fffff,The Willows At Bethel Island E 4,,278.1,22.25,794.0,routed
88283626c9fffff,Flamingo Mobile Manor NE 10,,261.2,20.89,1002.0,routed
88283626cbfffff,Flamingo Mobile Manor NE 9,,266.3,21.3,949.0,routed
88283626d1fffff,The Willows At Bethel Island NE 8,,60.5,4.84,0.0,routed
88283626d3fffff,The Willows At Bethel Island NE 7,,125.3,10.03,0.0,routed
88283626d5fffff,The Willows At Bethel Island NE 13,,285.5,22.84,441.0,routed
88283626d7fffff,The Willows At Bethel Island NE 11,,76.0,6.08,0.0,routed
88283626d9fffff,The Willows At Bethel Island NE 6,,44.6,3.57,0.0,routed
88283626dbfffff,The Willows At Bethel Island NE 4,,55.3,4.42,0.0,routed
88283626ddfffff,The Willows At Bethel Island NE 10,,274.3,21.95,0.0,routed
8828363499fffff,Summer Lake E 11,,189.9,15.19,0.0,routed
882836349bfffff,Summer Lake E 10,,184.2,14.74,550.0,routed
88283634d1fffff,Summer Lake SE 23,,199.5,15.96,0.0,routed
88283634d3fffff,Summer Lake SE 19,,188.0,15.04,0.0,routed
88283634d9fffff,Summer Lake SE 24,,206.1,16.49,0.0,routed
88283634dbfffff,Summer Lake SE 20,,195.5,15.64,0.0,routed
88283634ddfffff,Summer Lake SE 25,,208.1,16.64,0.0,routed
8828363659fffff,Questa N 13,,217.4,17.39,137.0,routed
882836365bfffff,Discovery Bay SE 15,,208.4,16.67,0.0,routed
8828363681fffff,Discovery Bay E 7,,225.1,18.01,0.0,routed
8828363683fffff,Discovery Bay NE 6,,221.2,17.69,0.0,routed
8828363687fffff,Discovery Bay NE 10,,183.7,14.7,0.0,routed
8828363689fffff,Discovery Bay E 6,,228.2,18.26,0.0,routed
882836368bfffff,Discovery Bay E 4,,214.5,17.16,0.0,routed
8828363691fffff,Discovery Bay NE 4,,208.2,16.66,0.0,routed
8828363693fffff,Discovery Bay N 5,,135.7,10.86,0.0,routed
8828363695fffff,Discovery Bay NE 5,,183.2,14.66,0.0,routed
8828363697fffff,Discovery Bay NE 7,,139.5,11.16,0.0,routed
8828363699fffff,Discovery Bay NE 2,,190.6,15.25,3189.0,routed
882836369bfffff,Discovery Bay N 3,,191.9,15.35,0.0,routed
882836369dfffff,Discovery Bay NE 3,,172.9,13.84,0.0,routed
88283636b1fffff,Discovery Bay NE 12,,186.0,14.88,0.0,routed
88283636b3fffff,Discovery Bay NE 14,,197.1,15.77,548.0,routed
88283636b7fffff,Discovery Bay NE 15,,196.6,15.73,56.0,routed
88283636b9fffff,Discovery Bay NE 8,,182.5,14.6,0.0,routed
88283636bbfffff,Discovery Bay NE 9,,192.1,15.37,0.0,routed
88283636bdfffff,Discovery Bay NE 13,,179.0,14.32,0.0,routed
88283636c1fffff,Discovery Bay E 8,,195.2,15.62,0.0,routed
88283636c3fffff,Discovery Bay E 5,,190.9,15.28,0.0,routed
88283636cbfffff,Discovery Bay SE 5,,180.7,14.46,0.0,routed
88283636d1fffff,Discovery Bay E,,177.4,14.19,3334.0,routed
88283636d3fffff,Discovery Bay NE,,175.3,14.03,4109.0,routed
88283636d5fffff,Discovery Bay E 3,,195.5,15.64,0.0,routed
88283636d7fffff,Discovery Bay E 2,,192.0,15.36,146.0,routed
88283636d9fffff,Discovery Bay SE 2,,180.9,14.47,3848.0,routed
88283636dbfffff,Discovery Bay SE,,165.9,13.27,5973.0,routed
88283636ddfffff,Discovery Bay SE 3,,187.5,15.0,0.0,routed
882836ac91fffff,Questa N 2,,235.7,18.86,191.0,routed
882836ac93fffff,Questa N 4,,238.5,19.08,0.0,routed
882836ac95fffff,Questa N 3,,240.0,19.2,1107.0,routed
882836ac97fffff,Questa N 5,,234.5,18.76,0.0,routed
882836ac99fffff,Questa,,70.1,5.61,1784.0,routed
882836ac9bfffff,Questa NW 3,,80.9,6.47,0.0,routed
882836ac9dfffff,Questa N,,75.7,6.06,644.0,routed
882836acb3fffff,Questa N 9,,255.2,20.42,503.0,routed
882836acbbfffff,Questa N 6,,245.2,19.61,691.0,routed
